transcript,summary
new requirement project device tv ignore teletext function dated also remote recognisable real reaction product target group people transpires customer willing pay fancier looking remote especially include lcd screen speech recognition function like zapping prevalent well complaint remote difficult learn easy lose function remote relatively simple pressing button current passed chip defines signal sent receiver tv via infrared team agreed follow usercentred approach simplify design somehow minimising number button plan include lcd screen display relevant information function served push button ok menu screen sizing av setting button mute digit power volume control channel updown last three type prominent device exact design placement component decided next meeting member team come next meeting view function design issue time consolidate meeting solution complaint remote control difficult learn focus intuitive design instead thorough manual idea interchangeable front mentioned adopted company recognisable available front well remote team agreed follow usercentred approach simplify design somehow minimising number button lcd screen going used display information would interactive button going include ok menu screen sizing av setting button mute digit power volume control channel updown need special button recognise twodigit number power button placed top separately less frequently used button hidden flip previously suggested many clearly separated important one discussion ergonomic solution like placing main button power channel selection volume easily reached thumb many user complain rsi reach conclusion whether would actually cause repetitive movement advanced feature like lcd screen program information speech recognition would important order attract target group costing issue clarified yet disagreement whether lcd screen placed top bottom remote consensus reached regarding positioning main button zapping volume power either placed close together scattered avoid rsi complaint special av button direct access video channel although necessity disputed alternative solution make obsolete,new requirement project device tv ignore teletext function dated also remote recognisable real reaction product target group people transpires customer willing pay fancier looking remote especially include lcd screen speech recognition function like zapping prevalent well complaint remote difficult learn easy lose function remote relatively simple pressing button current passed chip defines signal sent receiver tv via infrared team agreed follow usercentred approach simplify design somehow minimising number button plan include lcd screen display relevant information function served push button ok menu screen sizing av setting button mute digit power volume control channel updown last three type prominent device exact design placement component decided next meeting member team come next meeting view function design issue time consolidate meeting solution complaint remote control difficult learn focus intuitive design instead thorough manual idea interchangeable front mentioned adopted company recognisable available front well remote team agreed follow usercentred approach simplify design somehow minimising number button lcd screen going used display information would interactive button going include ok menu screen sizing av setting button mute digit power volume control channel updown need special button recognise twodigit number power button placed top separately less frequently used button hidden flip previously suggested many clearly separated important one discussion ergonomic solution like placing main button power channel selection volume easily reached thumb many user complain rsi reach conclusion whether would actually cause repetitive movement advanced feature like lcd screen program information speech recognition would important order attract target group costing issue clarified yet disagreement whether lcd screen placed top bottom remote consensus reached regarding positioning main button zapping volume power either placed close together scattered avoid rsi complaint special av button direct access video channel although necessity disputed alternative solution make obsolete  new requirement project device tv ignore teletext function dated also remote recognisable real reaction product target group people transpires customer willing pay fancier looking remote especially include lcd screen speech recognition function like zapping prevalent well complaint remote difficult learn easy lose function remote relatively simple pressing button current passed chip defines signal sent receiver tv via infrared team agreed follow usercentred approach simplify design somehow minimising number button plan include lcd screen display relevant information function served push button ok menu screen sizing av setting button mute digit power volume control channel updown last three type prominent device exact design placement component decided next meeting member team come next meeting view function design issue time consolidate meeting solution complaint remote control difficult learn focus intuitive design instead thorough manual idea interchangeable front mentioned adopted company recognisable available front well remote team agreed follow usercentred approach simplify design somehow minimising number button lcd screen going used display information would interactive button going include ok menu screen sizing av setting button mute digit power volume control channel updown need special button recognise twodigit number power button placed top separately less frequently used button hidden flip previously suggested many clearly separated important one discussion ergonomic solution like placing main button power channel selection volume easily reached thumb many user complain rsi reach conclusion whether would actually cause repetitive movement advanced feature like lcd screen program information speech recognition would important order attract target group costing issue clarified yet disagreement whether lcd screen placed top bottom remote consensus reached regarding positioning main button zapping volume power either placed close together scattered avoid rsi complaint special av button direct access video channel although necessity disputed alternative solution make obsolete new requirement project device tv ignore teletext function dated also remote recognisable real reaction product target group people transpires customer willing pay fancier looking remote especially include lcd screen speech recognition function like zapping prevalent well complaint remote difficult learn easy lose function remote relatively simple pressing button current passed chip defines signal sent receiver tv via infrared team agreed follow usercentred approach simplify design somehow minimising number button plan include lcd screen display relevant information function served push button ok menu screen sizing av setting button mute digit power volume control channel updown last three type prominent device exact design placement component decided next meeting member team come next meeting view function design issue time consolidate meeting solution complaint remote control difficult learn focus intuitive design instead thorough manual idea interchangeable front mentioned adopted company recognisable available front well remote team agreed follow usercentred approach simplify design somehow minimising number button lcd screen going used display information would interactive button going include ok menu screen sizing av setting button mute digit power volume control channel updown need special button recognise twodigit number power button placed top separately less frequently used button hidden flip previously suggested many clearly separated important one discussion ergonomic solution like placing main button power channel selection volume easily reached thumb many user complain rsi reach conclusion whether would actually cause repetitive movement advanced feature like lcd screen program information speech recognition would important order attract target group costing issue clarified yet disagreement whether lcd screen placed top bottom remote consensus reached regarding positioning main button zapping volume power either placed close together scattered avoid rsi complaint special av button direct access video channel although necessity disputed alternative solution make obsolete
conceptual design marketing expert talked public preference look texture technological innovation however seem important ease use current fashion among younger people favour bright colour fruit vegetable theme pertinent exchangeable front express trend remote material also need strong marketing expert suggested ironplate titanium front industrial designer suggested use rubber push button scroll wheel simple battery instead solar cell kinetic dynamo advanced chip speech recognition implemented link speech command remote control action also advised user within target group prefer primary colour soft texture curved shape team drew provisional prototype placed lcd button implemented recording button microphone speaker need included design finally decided titanium case plastic front company logo slogan engraved package variety changeable front launched industrial designer user interface designer work drawing prototype also sort detail button marketing expert carry evaluation product push button going made rubber chip need advanced one compatible lcd screen going incorporated design making changeable fascia allow integration future fashion trend device team agreed place lcd bottom device button tv setting included menu instead separate button implement speech recognition well target group like gimmick case titanium plastic front rounded button part front like bottom lcd top corner logo also titanium chip going standard one launch product various front choose including couple basic colour fruit vegetable theme go current fashion logo front back remote company slogan engraved back team found possible conflict need strong material customer preference soft texture plastic may strong necessarily look version speech recognition discussed link voice command actual device action changing front colour may make front clash titanium also thought neutral enough matter wondered whether use logo slogan device would best placed,conceptual design marketing expert talked public preference look texture technological innovation however seem important ease use current fashion among younger people favour bright colour fruit vegetable theme pertinent exchangeable front express trend remote material also need strong marketing expert suggested ironplate titanium front industrial designer suggested use rubber push button scroll wheel simple battery instead solar cell kinetic dynamo advanced chip speech recognition implemented link speech command remote control action also advised user within target group prefer primary colour soft texture curved shape team drew provisional prototype placed lcd button implemented recording button microphone speaker need included design finally decided titanium case plastic front company logo slogan engraved package variety changeable front launched industrial designer user interface designer work drawing prototype also sort detail button marketing expert carry evaluation product push button going made rubber chip need advanced one compatible lcd screen going incorporated design making changeable fascia allow integration future fashion trend device team agreed place lcd bottom device button tv setting included menu instead separate button implement speech recognition well target group like gimmick case titanium plastic front rounded button part front like bottom lcd top corner logo also titanium chip going standard one launch product various front choose including couple basic colour fruit vegetable theme go current fashion logo front back remote company slogan engraved back team found possible conflict need strong material customer preference soft texture plastic may strong necessarily look version speech recognition discussed link voice command actual device action changing front colour may make front clash titanium also thought neutral enough matter wondered whether use logo slogan device would best placed conceptual design marketing expert talked public preference look texture technological innovation however seem important ease use current fashion among younger people favour bright colour fruit vegetable theme pertinent exchangeable front express trend remote material also need strong marketing expert suggested ironplate titanium front industrial designer suggested use rubber push button scroll wheel simple battery instead solar cell kinetic dynamo advanced chip speech recognition implemented link speech command remote control action also advised user within target group prefer primary colour soft texture curved shape team drew provisional prototype placed lcd button implemented recording button microphone speaker need included design finally decided titanium case plastic front company logo slogan engraved package variety changeable front launched industrial designer user interface designer work drawing prototype also sort detail button marketing expert carry evaluation product push button going made rubber chip need advanced one compatible lcd screen going incorporated design making changeable fascia allow integration future fashion trend device team agreed place lcd bottom device button tv setting included menu instead separate button implement speech recognition well target group like gimmick case titanium plastic front rounded button part front like bottom lcd top corner logo also titanium chip going standard one launch product various front choose including couple basic colour fruit vegetable theme go current fashion logo front back remote company slogan engraved back team found possible conflict need strong material customer preference soft texture plastic may strong necessarily look version speech recognition discussed link voice command actual device action changing front colour may make front clash titanium also thought neutral enough matter wondered whether use logo slogan device would best placed  conceptual design marketing expert talked public preference look texture technological innovation however seem important ease use current fashion among younger people favour bright colour fruit vegetable theme pertinent exchangeable front express trend remote material also need strong marketing expert suggested ironplate titanium front industrial designer suggested use rubber push button scroll wheel simple battery instead solar cell kinetic dynamo advanced chip speech recognition implemented link speech command remote control action also advised user within target group prefer primary colour soft texture curved shape team drew provisional prototype placed lcd button implemented recording button microphone speaker need included design finally decided titanium case plastic front company logo slogan engraved package variety changeable front launched industrial designer user interface designer work drawing prototype also sort detail button marketing expert carry evaluation product push button going made rubber chip need advanced one compatible lcd screen going incorporated design making changeable fascia allow integration future fashion trend device team agreed place lcd bottom device button tv setting included menu instead separate button implement speech recognition well target group like gimmick case titanium plastic front rounded button part front like bottom lcd top corner logo also titanium chip going standard one launch product various front choose including couple basic colour fruit vegetable theme go current fashion logo front back remote company slogan engraved back team found possible conflict need strong material customer preference soft texture plastic may strong necessarily look version speech recognition discussed link voice command actual device action changing front colour may make front clash titanium also thought neutral enough matter wondered whether use logo slogan device would best placed
id ui presented drawing prototype rounded front made hard plastic different colour back well lower part front made titanium back logo slogan company engraved middle button include oval digit button arrowshaped channel volume control middle menu lcd video button lcd found lower section device presentation product evaluated done scale excellentvery bad fancifulness ease use finding device lost hitech feature incorporation fashion trend ergonomic design budget titanium replaced plastic speech recognition discarded thought would sensible component cost prototype design finally team evaluated project process term creativity generally satisfied leadership process democratic happy management teamwork happy mean smartboard disaster digital pen good drawing na despite disagreement regarding position lcd top bottom screen left bottom prototype sample speaker taken bring cost prototype original budget euro also decided replace titanium similarlooking plastic reason criticism shape remote thicker end thinner middle project manager still disagreed position lcd would prefer top total cost prototype euro team discus feature discarded way go regular chip would mean losing lcd screen integral design replacing titanium plastic would detrimental effect look remote team discussed possibility leave remaining cost smartboard considered disaster could draw digital pen useful drawing people thought advantage using smartboard instead normal blackboard chalk although save reuse thing former,id ui presented drawing prototype rounded front made hard plastic different colour back well lower part front made titanium back logo slogan company engraved middle button include oval digit button arrowshaped channel volume control middle menu lcd video button lcd found lower section device presentation product evaluated done scale excellentvery bad fancifulness ease use finding device lost hitech feature incorporation fashion trend ergonomic design budget titanium replaced plastic speech recognition discarded thought would sensible component cost prototype design finally team evaluated project process term creativity generally satisfied leadership process democratic happy management teamwork happy mean smartboard disaster digital pen good drawing na despite disagreement regarding position lcd top bottom screen left bottom prototype sample speaker taken bring cost prototype original budget euro also decided replace titanium similarlooking plastic reason criticism shape remote thicker end thinner middle project manager still disagreed position lcd would prefer top total cost prototype euro team discus feature discarded way go regular chip would mean losing lcd screen integral design replacing titanium plastic would detrimental effect look remote team discussed possibility leave remaining cost smartboard considered disaster could draw digital pen useful drawing people thought advantage using smartboard instead normal blackboard chalk although save reuse thing former   id ui presented drawing prototype rounded front made hard plastic different colour back well lower part front made titanium back logo slogan company engraved middle button include oval digit button arrowshaped channel volume control middle menu lcd video button lcd found lower section device presentation product evaluated done scale excellentvery bad fancifulness ease use finding device lost hitech feature incorporation fashion trend ergonomic design budget titanium replaced plastic speech recognition discarded thought would sensible component cost prototype design finally team evaluated project process term creativity generally satisfied leadership process democratic happy management teamwork happy mean smartboard disaster digital pen good drawing na despite disagreement regarding position lcd top bottom screen left bottom prototype sample speaker taken bring cost prototype original budget euro also decided replace titanium similarlooking plastic reason criticism shape remote thicker end thinner middle project manager still disagreed position lcd would prefer top total cost prototype euro team discus feature discarded way go regular chip would mean losing lcd screen integral design replacing titanium plastic would detrimental effect look remote team discussed possibility leave remaining cost smartboard considered disaster could draw digital pen useful drawing people thought advantage using smartboard instead normal blackboard chalk although save reuse thing former
first meeting task designing remote control briefly introduced along plan subsequent meeting group drew animal practise using drawing platform discussed like dislike regarding current remote control including ease use multiple system power indicator offered suggestion would like remote would like remote durable include device help find lost use many battery na na na,first meeting task designing remote control briefly introduced along plan subsequent meeting group drew animal practise using drawing platform discussed like dislike regarding current remote control including ease use multiple system power indicator offered suggestion would like remote would like remote durable include device help find lost use many battery na na na  first meeting task designing remote control briefly introduced along plan subsequent meeting group drew animal practise using drawing platform discussed like dislike regarding current remote control including ease use multiple system power indicator offered suggestion would like remote would like remote durable include device help find lost use many battery na na na
project manager opened meeting explaining locate minute previous meeting industrial designer briefly explained internal working remote mentioned preference power source case material also suggested mobile phonelike changeable cover group discussed profit user interface designer briefly mentioned feature remote suggested multifunctional marketing expert present finding usability study group discussed target group feature might include attract manager introduced new requirement project insisting followed group discussed button might need included menu number channel volume changing arrow mute design remote control carried next meeting individual action next meeeting found email sent button consist number menu button arrow changing channel volume also navigating menu mute button na,project manager opened meeting explaining locate minute previous meeting industrial designer briefly explained internal working remote mentioned preference power source case material also suggested mobile phonelike changeable cover group discussed profit user interface designer briefly mentioned feature remote suggested multifunctional marketing expert present finding usability study group discussed target group feature might include attract manager introduced new requirement project insisting followed group discussed button might need included menu number channel volume changing arrow mute design remote control carried next meeting individual action next meeeting found email sent button consist number menu button arrow changing channel volume also navigating menu mute button na
industrial designer gave presentation interface concept discussing button needed looking example existing remote control suggested using yellow case rounded edge logo bottom large clearly marked button interface expert informed group young people like curved shape soft material primary colour suggested making handshaped remote plastic rubber talked possibility using scroll button different chip could used group discussed using lcd screen enough information cost make decision marketing expert talked new trend including trend spongy material fruit vegetable themed product group discussion decided create two design one lcd screen one without interface designer drew board put making final decision using lcd screen scroll button menu button could find cost interface designer find much lcd screen cost industrial designer user interface designer stay room design prototype remote use normal battery case made hard plastic rubber whether use lcd screen lack information cost lcd screen use menu tv screen remote lcd whether triggershaped power button whether use joystick rather scroll button navigate menu,industrial designer gave presentation interface concept discussing button needed looking example existing remote control suggested using yellow case rounded edge logo bottom large clearly marked button interface expert informed group young people like curved shape soft material primary colour suggested making handshaped remote plastic rubber talked possibility using scroll button different chip could used group discussed using lcd screen enough information cost make decision marketing expert talked new trend including trend spongy material fruit vegetable themed product group discussion decided create two design one lcd screen one without interface designer drew board put making final decision using lcd screen scroll button menu button could find cost interface designer find much lcd screen cost industrial designer user interface designer stay room design prototype remote use normal battery case made hard plastic rubber whether use lcd screen lack information cost lcd screen use menu tv screen remote lcd whether triggershaped power button whether use joystick rather scroll button navigate menu   industrial designer gave presentation interface concept discussing button needed looking example existing remote control suggested using yellow case rounded edge logo bottom large clearly marked button interface expert informed group young people like curved shape soft material primary colour suggested making handshaped remote plastic rubber talked possibility using scroll button different chip could used group discussed using lcd screen enough information cost make decision marketing expert talked new trend including trend spongy material fruit vegetable themed product group discussion decided create two design one lcd screen one without interface designer drew board put making final decision using lcd screen scroll button menu button could find cost interface designer find much lcd screen cost industrial designer user interface designer stay room design prototype remote use normal battery case made hard plastic rubber whether use lcd screen lack information cost lcd screen use menu tv screen remote lcd whether triggershaped power button whether use joystick rather scroll button navigate menu
industrial designer user interface designer presented prototype design made yellow rubber hard plastic large mostly blue button joystick lcd screen led marketing expert group evaluated prototype scale one seven based set evaluation criterion overall rating two project manager calculated production cost high fifteen euro group discussed make design cheaper decided keep lcd screen remove special colour replace joystick regular pushbuttons finally project manager led evaluation project process closing meeting overall group satisfied creativity teamwork available equipment although marketing expert thought smartboard laptop sometimes distracting helpful na remote lcd screen remote regular pushbuttons instead joystick remote normal colour rather special colour confusion agenda production cost initial design came fifteen euro design changed feature removed changed chip would needed revised design,industrial designer user interface designer presented prototype design made yellow rubber hard plastic large mostly blue button joystick lcd screen led marketing expert group evaluated prototype scale one seven based set evaluation criterion overall rating two project manager calculated production cost high fifteen euro group discussed make design cheaper decided keep lcd screen remove special colour replace joystick regular pushbuttons finally project manager led evaluation project process closing meeting overall group satisfied creativity teamwork available equipment although marketing expert thought smartboard laptop sometimes distracting helpful na remote lcd screen remote regular pushbuttons instead joystick remote normal colour rather special colour confusion agenda production cost initial design came fifteen euro design changed feature removed changed chip would needed revised design   industrial designer user interface designer presented prototype design made yellow rubber hard plastic large mostly blue button joystick lcd screen led marketing expert group evaluated prototype scale one seven based set evaluation criterion overall rating two project manager calculated production cost high fifteen euro group discussed make design cheaper decided keep lcd screen remove special colour replace joystick regular pushbuttons finally project manager led evaluation project process closing meeting overall group satisfied creativity teamwork available equipment although marketing expert thought smartboard laptop sometimes distracting helpful na remote lcd screen remote regular pushbuttons instead joystick remote normal colour rather special colour confusion agenda production cost initial design came fifteen euro design changed feature removed changed chip would needed revised design
project manager opened meeting introduced project describing project would involve role participant agenda first meeting demonstrated equipment group would using group practiced using smartboard drawing favourite animal project manager went project budget industrial designer gave brief presentation role initial idea project suggesting remote used multiple device group consider using bluetooth rather infrared project manager asked others initial idea user interface designer agreed remote control multiple device also discussed glow dark button using bluetooth instead infrared using display andor joystick instead conventional button however unsure budget would allow project manager suggested remote rechargeable use much power might difficult using bluetooth project manager closed meeting member group work individual task receive information personal coach group design trendy original userfriendly remote control remote control sold euro profit aim million euro remote sold internationally production cost euro remote control multiple device remote sold directly individual consumer rather company group unsure whether would selling product directly consumer electronics manufacturer felt low production cost would allow create trendy highend product whether using glow dark button bluetooth would mean remote consumes much energy,project manager opened meeting introduced project describing project would involve role participant agenda first meeting demonstrated equipment group would using group practiced using smartboard drawing favourite animal project manager went project budget industrial designer gave brief presentation role initial idea project suggesting remote used multiple device group consider using bluetooth rather infrared project manager asked others initial idea user interface designer agreed remote control multiple device also discussed glow dark button using bluetooth instead infrared using display andor joystick instead conventional button however unsure budget would allow project manager suggested remote rechargeable use much power might difficult using bluetooth project manager closed meeting member group work individual task receive information personal coach group design trendy original userfriendly remote control remote control sold euro profit aim million euro remote sold internationally production cost euro remote control multiple device remote sold directly individual consumer rather company group unsure whether would selling product directly consumer electronics manufacturer felt low production cost would allow create trendy highend product whether using glow dark button bluetooth would mean remote consumes much energy project manager opened meeting introduced project describing project would involve role participant agenda first meeting demonstrated equipment group would using group practiced using smartboard drawing favourite animal project manager went project budget industrial designer gave brief presentation role initial idea project suggesting remote used multiple device group consider using bluetooth rather infrared project manager asked others initial idea user interface designer agreed remote control multiple device also discussed glow dark button using bluetooth instead infrared using display andor joystick instead conventional button however unsure budget would allow project manager suggested remote rechargeable use much power might difficult using bluetooth project manager closed meeting member group work individual task receive information personal coach group design trendy original userfriendly remote control remote control sold euro profit aim million euro remote sold internationally production cost euro remote control multiple device remote sold directly individual consumer rather company group unsure whether would selling product directly consumer electronics manufacturer felt low production cost would allow create trendy highend product whether using glow dark button bluetooth would mean remote consumes much energy  project manager opened meeting introduced project describing project would involve role participant agenda first meeting demonstrated equipment group would using group practiced using smartboard drawing favourite animal project manager went project budget industrial designer gave brief presentation role initial idea project suggesting remote used multiple device group consider using bluetooth rather infrared project manager asked others initial idea user interface designer agreed remote control multiple device also discussed glow dark button using bluetooth instead infrared using display andor joystick instead conventional button however unsure budget would allow project manager suggested remote rechargeable use much power might difficult using bluetooth project manager closed meeting member group work individual task receive information personal coach group design trendy original userfriendly remote control remote control sold euro profit aim million euro remote sold internationally production cost euro remote control multiple device remote sold directly individual consumer rather company group unsure whether would selling product directly consumer electronics manufacturer felt low production cost would allow create trendy highend product whether using glow dark button bluetooth would mean remote consumes much energy
new requirement project device tv ignore teletext function dated also remote recognisable real reaction product target group people ui preferred easytouse remote multifunction one function remote relatively simple pressing button current passed chip defines signal sent receiver tv via infrared use infrared energyefficient power source cheap circuit suggested remote could light via led placed inside function like zapping prevalent well complaint remote easy lose also transpires customer like innovative technology like speech recognition design focus customer need like finding mechanism locate lost remote function remote include back button switch two channel volume program selection speech recognition focus simplicity design industrial designer look would appropriate technology help user find remote lost project manager add minute project folder id present component concept ui present user interface concept marketing expert need find information current trend led used light remote using sparsely mobile phone could bring cost would good idea integrate mechanism finding remote control user loses latter would preferable implementing backlight remote single large round button used volume channel selection using four separate quadrant another button switch two channel could also implemented remote also include volume program selection speech recognition recharging cradle added compensate extra energy consumption led would signify extra energy consumption powersaving led available could expensive difficult choose technique find lost remote install special button tv using special signal like clapping tricky need differentiated normal sound similarly using extra base station would probably costly adding feature may complicate design escalate cost challenge regarding need digit channel based fact often used also look dull despite customer may want remote furthermore designed attractive way discussion also focused replacement speech recognition latter help locating remote well however solution may prove expensive expanded target group may taken account order achieve projected sale profit,new requirement project device tv ignore teletext function dated also remote recognisable real reaction product target group people ui preferred easytouse remote multifunction one function remote relatively simple pressing button current passed chip defines signal sent receiver tv via infrared use infrared energyefficient power source cheap circuit suggested remote could light via led placed inside function like zapping prevalent well complaint remote easy lose also transpires customer like innovative technology like speech recognition design focus customer need like finding mechanism locate lost remote function remote include back button switch two channel volume program selection speech recognition focus simplicity design industrial designer look would appropriate technology help user find remote lost project manager add minute project folder id present component concept ui present user interface concept marketing expert need find information current trend led used light remote using sparsely mobile phone could bring cost would good idea integrate mechanism finding remote control user loses latter would preferable implementing backlight remote single large round button used volume channel selection using four separate quadrant another button switch two channel could also implemented remote also include volume program selection speech recognition recharging cradle added compensate extra energy consumption led would signify extra energy consumption powersaving led available could expensive difficult choose technique find lost remote install special button tv using special signal like clapping tricky need differentiated normal sound similarly using extra base station would probably costly adding feature may complicate design escalate cost challenge regarding need digit channel based fact often used also look dull despite customer may want remote furthermore designed attractive way discussion also focused replacement speech recognition latter help locating remote well however solution may prove expensive expanded target group may taken account order achieve projected sale profit new requirement project device tv ignore teletext function dated also remote recognisable real reaction product target group people ui preferred easytouse remote multifunction one function remote relatively simple pressing button current passed chip defines signal sent receiver tv via infrared use infrared energyefficient power source cheap circuit suggested remote could light via led placed inside function like zapping prevalent well complaint remote easy lose also transpires customer like innovative technology like speech recognition design focus customer need like finding mechanism locate lost remote function remote include back button switch two channel volume program selection speech recognition focus simplicity design industrial designer look would appropriate technology help user find remote lost project manager add minute project folder id present component concept ui present user interface concept marketing expert need find information current trend led used light remote using sparsely mobile phone could bring cost would good idea integrate mechanism finding remote control user loses latter would preferable implementing backlight remote single large round button used volume channel selection using four separate quadrant another button switch two channel could also implemented remote also include volume program selection speech recognition recharging cradle added compensate extra energy consumption led would signify extra energy consumption powersaving led available could expensive difficult choose technique find lost remote install special button tv using special signal like clapping tricky need differentiated normal sound similarly using extra base station would probably costly adding feature may complicate design escalate cost challenge regarding need digit channel based fact often used also look dull despite customer may want remote furthermore designed attractive way discussion also focused replacement speech recognition latter help locating remote well however solution may prove expensive expanded target group may taken account order achieve projected sale profit new requirement project device tv ignore teletext function dated also remote recognisable real reaction product target group people ui preferred easytouse remote multifunction one function remote relatively simple pressing button current passed chip defines signal sent receiver tv via infrared use infrared energyefficient power source cheap circuit suggested remote could light via led placed inside function like zapping prevalent well complaint remote easy lose also transpires customer like innovative technology like speech recognition design focus customer need like finding mechanism locate lost remote function remote include back button switch two channel volume program selection speech recognition focus simplicity design industrial designer look would appropriate technology help user find remote lost project manager add minute project folder id present component concept ui present user interface concept marketing expert need find information current trend led used light remote using sparsely mobile phone could bring cost would good idea integrate mechanism finding remote control user loses latter would preferable implementing backlight remote single large round button used volume channel selection using four separate quadrant another button switch two channel could also implemented remote also include volume program selection speech recognition recharging cradle added compensate extra energy consumption led would signify extra energy consumption powersaving led available could expensive difficult choose technique find lost remote install special button tv using special signal like clapping tricky need differentiated normal sound similarly using extra base station would probably costly adding feature may complicate design escalate cost challenge regarding need digit channel based fact often used also look dull despite customer may want remote furthermore designed attractive way discussion also focused replacement speech recognition latter help locating remote well however solution may prove expensive expanded target group may taken account order achieve projected sale profit
conceptual design marketing expert talked public preference look technological innovation however seem important ease use current fashion among younger people favour bright colour fruit vegetable theme spongy material pertinent exchangeable front express trend remote could also provide theme target group could also add rubber provide easy grip device case flat single doublecurved made plastic rubber wood titanium hand kinetic dynamo battery solar cell used energy source possible interface push button scroll wheel lcd way make device different would use scrollwheel side integrated button volume control mute speech recognition implemented adding sample sensor speaker remote final decision also included combined battery solar cell team design singlecurved device scroll wheel speech recognition black yellow company colour industrial designer user interface designer work drawing prototype think way make product different others market also try find way promote corporate identity design look feel interface id ui also figure whether use rubber button side finish whole front remote marketing expert carry product evaluation changeable cover remote control link product current fashion trend also trend followed age group scroll wheel included design regular chip needed singlecurved rubber casing also used lcd going implemented preferred energy source combination battery solar cell clear whether kinetic dynamo used unlikely user shake remote enough one would similarly powered watch use scroll wheel integrated button debated everyone convinced use project using speech recognition device may convenient since remote pointing towards tv time infrared work lcd screen may add extra hitech touch given feature might much company colour grey yellow black seem sufficiently bright trendy everyone printing image remote make colourful doable done manufacturing department front could rubber finish button made rubber debated customer may prefer total spongy texture button side remote,conceptual design marketing expert talked public preference look technological innovation however seem important ease use current fashion among younger people favour bright colour fruit vegetable theme spongy material pertinent exchangeable front express trend remote could also provide theme target group could also add rubber provide easy grip device case flat single doublecurved made plastic rubber wood titanium hand kinetic dynamo battery solar cell used energy source possible interface push button scroll wheel lcd way make device different would use scrollwheel side integrated button volume control mute speech recognition implemented adding sample sensor speaker remote final decision also included combined battery solar cell team design singlecurved device scroll wheel speech recognition black yellow company colour industrial designer user interface designer work drawing prototype think way make product different others market also try find way promote corporate identity design look feel interface id ui also figure whether use rubber button side finish whole front remote marketing expert carry product evaluation changeable cover remote control link product current fashion trend also trend followed age group scroll wheel included design regular chip needed singlecurved rubber casing also used lcd going implemented preferred energy source combination battery solar cell clear whether kinetic dynamo used unlikely user shake remote enough one would similarly powered watch use scroll wheel integrated button debated everyone convinced use project using speech recognition device may convenient since remote pointing towards tv time infrared work lcd screen may add extra hitech touch given feature might much company colour grey yellow black seem sufficiently bright trendy everyone printing image remote make colourful doable done manufacturing department front could rubber finish button made rubber debated customer may prefer total spongy texture button side remote
